company_name,Group,ticker,file_name,date,token_len,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,WA_sentiment,Close,D-1,D+1,D-2,D+2,D-3,D+3,D-4,D+4,D-5,D+5,D-6,D+6,D-7,D+7,D-8,D+8,D-9,D+9,D-10,D+10,D-11,D+11,D-12,D+12,D-13,D+13,D-14,D+14,D-15,D+15
Admiral Group,Motor/Personal,ADM.L,20110302_Admiral_Group_PLC-_Earnings_Call_2011-3-2_SD000000002736694887.pdf,2011-03-02,118276,0.0018325993566326013,0.0030600242390730376,0.008724541110591878,0.0004978205969881412,0.05989934307006308,0.0004178637347212359,0.0043918099409007315,0.04593439819270273,0.0003641920902476878,0.09743229036299379,0.008835175607422958,0.00029243977228498035,0.0002284325593013859,0.06564922655771843,0.5238838608476818,0.028798501089190916,0.008533495040189555,0.004483515345328091,0.04636220646319699,0.0005118667860998838,0.0005336285929033513,0.0054015258299883176,0.027612706085529494,0.00015310524595196523,0.024785134121972016,0.001588887784776806,0.0015753721452686552,0.028216023654706605,0.00039202421170551134,1655.0,-0.031030444964871194,0.013897280966767372,-0.020130254588513915,0.015105740181268883,-0.003612281757977122,-0.0006042296072507553,-0.0024110910186859553,0.0036253776435045317,-0.011350059737156512,-0.0030211480362537764,-0.031030444964871194,-0.019939577039274924,-0.04720782959124928,-0.03323262839879154,-0.055904164289788935,-0.038066465256797584,-0.04057971014492753,-0.044108761329305135,-0.02932551319648094,-0.06042296072507553,-0.026470588235294117,-0.0404833836858006,-0.02704291593180482,-0.054380664652567974,-0.028755868544600938,-0.04833836858006042,-0.028755868544600938,-0.050151057401812686,-0.03046280023432923,-0.045317220543806644
Admiral Group,Motor/Personal,ADM.L,20110824_Admiral_Group_PLC-_Earnings_Call_2011-8-24_SD000000002736694923.pdf,2011-08-24,56599,0.002477990945839503,0.0049305374173319065,0.001734713983242255,0.07022350260703121,0.02012217595240744,0.011802246592472993,0.07764448445861923,0.018881248139642228,0.0024253352602722424,0.11097294353996427,0.0005027178490647531,0.00035967840498225655,0.014122802756122689,0.029904032460924795,0.42517671179112704,0.018156408587989104,0.00013167414845464037,0.09440166331381392,0.03618785351416143,0.03004622491786864,0.0006563220631783721,0.003098335928441408,0.0008669929945105434,0.00513182540572053,0.00598386235475153,0.013258697172059256,0.00029185338900973795,0.0005071202533114415,0.0007653887422494052,1353.0,-0.11856677524429968,-0.05469327420546933,-0.11045364891518737,-0.025868440502586843,-0.09498327759197324,-0.005912786400591279,-0.09316353887399464,0.008869179600886918,-0.12596899224806202,0.011086474501108648,-0.116263879817113,0.0066518847006651885,-0.10986842105263157,-0.021433850702143386,-0.10397350993377484,-0.012564671101256468,-0.07392197125256673,0.032520325203252036,-0.031496062992125984,0.008130081300813009,-0.06301939058171745,-0.03399852180339985,-0.05052631578947368,-0.05395417590539542,-0.09619238476953908,-0.06134515890613452,-0.11220472440944881,-0.058388765705838876,-0.11741682974559686,-0.028824833702882482
Admiral Group,Motor/Personal,ADM.L,20111109_Admiral_Group_PLC-_Guidance_Call_2011-11-9_SD000000002870249474.pdf,2011-11-09,12954,0.07756245,0.0011583634,0.0014168154,0.029823858,0.0012903498,0.0009760700599999999,0.00041716528,0.20167965,0.0008507008,0.2688102,0.0009547567,0.0006830976,0.0005335859,0.0011908279999999997,0.27757916,0.00033586388,0.0002500742,0.0006313756999999999,0.0007036146699999999,0.020302996,0.0012464803,0.0017814969,0.106736995,0.000357632,0.0006451713,0.00056379347,0.000554285,0.0009631176399999999,-0.00037438716386866734,887.5,-0.2560771165129925,-0.07605633802816901,-0.2478813559322034,-0.05352112676056338,-0.25168634064080947,-0.061971830985915494,-0.2510548523206751,-0.0647887323943662,-0.2349137931034483,-0.09802816901408451,-0.21181172291296627,-0.07042253521126761,-0.2472434266327396,-0.07549295774647888,-0.2737315875613748,-0.08112676056338028,-0.29619349722442506,-0.04507042253521127,-0.2766911165444173,-0.02535211267605634,-0.2725409836065574,-0.03718309859154929,-0.2719442165709598,-0.007323943661971831,-0.2737315875613748,0.03323943661971831,-0.2640961857379768,0.03436619718309859,-0.2755102040816326,0.03943661971830986
Admiral Group,Motor/Personal,ADM.L,20111109_Admiral_Group_PLC-_Guidance_Call_2011-11-9_SD000000002870288769.pdf,2011-11-09,228380,0.0022996490094010094,0.00031223343591998585,0.006508696328886034,0.010597753437657271,0.011893471005475711,0.00026309679568029345,0.0024412507117325985,0.00028369608987882753,0.007190691789584584,0.18526219340217615,0.0002573518358686132,0.0001841269435570779,0.0016880206174219043,0.017162068628550214,0.4645280127115144,0.00024054425438328818,6.740676311160089e-05,0.06040687361835925,0.03832396836662445,0.044397911837146746,0.0003359850881264285,0.0019493847485336723,0.04158108748162309,0.0041146900364189935,0.09414308165136948,0.0001519688740171682,0.000149405888352644,0.003265413580932769,0.00033580106223506226,887.5,-0.2560771165129925,-0.07605633802816901,-0.2478813559322034,-0.05352112676056338,-0.25168634064080947,-0.061971830985915494,-0.2510548523206751,-0.0647887323943662,-0.2349137931034483,-0.09802816901408451,-0.21181172291296627,-0.07042253521126761,-0.2472434266327396,-0.07549295774647888,-0.2737315875613748,-0.08112676056338028,-0.29619349722442506,-0.04507042253521127,-0.2766911165444173,-0.02535211267605634,-0.2725409836065574,-0.03718309859154929,-0.2719442165709598,-0.007323943661971831,-0.2737315875613748,0.03323943661971831,-0.2640961857379768,0.03436619718309859,-0.2755102040816326,0.03943661971830986
Admiral Group,Motor/Personal,ADM.L,20120307_Admiral_Group_PLC-_Earnings_Call_2012-3-7_SD000000002736694971.pdf,2012-03-07,49934,0.0018270565405217468,0.0028346017811127773,0.0008701168574206788,0.013707298947157096,0.0007924497709562659,0.0005994393979471277,0.005912189268389702,0.042142127358902846,0.0005224456719708277,0.11149678784295432,0.005546403868005985,0.00041951458263976186,0.00032769410214106704,0.033856423772444445,0.4214722950731709,0.01110068810351186,0.00015357948223001627,0.002148782879707289,0.07512055814627343,0.03270775939939228,0.0017575187173504612,0.036331768599804935,0.04987587519236484,0.0002196345652496079,0.13103500902241777,0.014306036053361013,0.0023244276273068003,0.0005914848716775892,0.0016688340421846604,1144.0,0.1,0.015734265734265736,0.09578544061302682,0.012237762237762238,0.08026440037771483,0.022727272727272728,0.043795620437956206,0.03583916083916084,0.06220984215413185,0.03671328671328671,0.058279370952821465,0.051573426573426576,0.07721280602636535,0.05506993006993007,0.09264565425023878,0.05506993006993007,0.08952380952380952,0.0472027972027972,0.10318225650916105,0.02097902097902098,0.09683604985618409,0.013986013986013986,0.13155291790306628,0.017482517482517484,0.14744232698094284,0.025349650349650348,0.18857142857142858,0.02972027972027972,0.17998968540484786,0.01486013986013986
Admiral Group,Motor/Personal,ADM.L,20120830_Admiral_Group_PLC-_Earnings_Call_2012-8-30_SD000000002736695019.pdf,2012-08-30,66810,0.0030185105589413874,0.0077730462194695584,0.0007858521831686623,0.003096885708611365,0.009075873667311862,0.008901555746795435,0.00023138528614969915,0.016732806279830537,0.0004718504897195734,0.1153882631694565,0.012959834276452073,0.00037888755179428394,0.026710275317456608,0.04204047300933142,0.45269474820995087,0.027050168845445997,0.00013870640197500135,0.00035019945404289664,0.03575600249571558,0.04033892915224076,0.0006913739207714193,0.0017848072057328383,0.08163699517070543,0.00019836451596331014,0.10007695487455102,0.004605433511523175,0.0003074402407281136,0.006804329537112348,0.0009522759933836733,1162.0,-0.028428093645484948,0.020654044750430294,-0.012744265080713678,-0.010327022375215147,-0.022708158116063918,-0.04475043029259897,-0.02434928631402183,-0.03098106712564544,-0.02023608768971332,-0.02323580034423408,-0.025984911986588432,-0.021514629948364887,-0.01441899915182358,-0.02667814113597246,-0.00937766410912191,-0.03700516351118761,0.0,-0.06110154905335628,-0.01692047377326565,-0.05938037865748709,-0.021885521885521887,-0.03356282271944923,-0.012744265080713678,-0.0378657487091222,-0.011063829787234043,-0.047332185886402756,-0.00937766410912191,-0.06196213425129088,-0.005136986301369863,-0.06798623063683305
Admiral Group,Motor/Personal,ADM.L,20130306_Admiral_Group_PLC-_Earnings_Call_2013-3-6_SD000000002736695055.pdf,2013-03-06,40034,0.0009521656032163469,0.0009734217929042046,0.01057447208555034,0.017555354805975563,0.03186189631077596,0.0008202330441777946,0.0003505616457999076,0.0008844535334831771,0.0007148798926506672,0.06861353616856802,0.004929098522126274,0.0023548461408057814,0.002290413840399192,0.10783219825979495,0.4557177167142537,0.01670399901156367,0.001990958180797938,0.01695233026871264,0.025306016808747746,0.014794143706812781,0.0033934357443212992,0.00518110542017327,0.06689071777148087,0.007668609687468418,0.13294452091285164,0.00047377953140962726,0.0004657891409797406,0.0008093485450957002,0.0011356123301471377,1334.0,0.05288082083662194,0.01649175412293853,0.045454545454545456,0.01424287856071964,0.06976744186046512,0.018740629685157422,0.06634692246203037,0.0074962518740629685,0.06634692246203037,0.006746626686656672,0.07062600321027288,0.004497751124437781,0.056215360253365,0.0014992503748125937,0.05789056304520222,0.004497751124437781,0.055379746835443035,0.0037481259370314842,0.033307513555383424,-0.0014992503748125937,0.034108527131782945,0.0022488755622188904,0.047918303220738416,0.0007496251874062968,0.04874213836477988,-0.011244377811094454,0.047918303220738416,-0.006746626686656672,0.04463586530931871,-0.008995502248875561
Admiral Group,Motor/Personal,ADM.L,20130829_Admiral_Group_PLC-_Earnings_Call_2013-8-29_SD000000002736695103.pdf,2013-08-29,76989,0.0007911194837344871,0.0008087804906156801,0.004097196927134596,0.0022559325034850895,0.0037889905510792316,0.029135038695829164,0.0002912688072954717,0.02528333664264273,0.0027124437066562727,0.16341614332296137,0.0032420218918713622,0.0004769453119836758,0.029565460868792193,0.03462722149450852,0.46962100726001593,0.004221723052353461,0.007254291361394615,0.0028331645239067986,0.035124698926167486,0.007481016122133096,0.006685732074288366,0.019120752148816367,0.06104631499746831,0.011801925416131386,0.06411531286330409,0.006832150615043574,0.0003870071136593383,0.0029829766822693404,0.001081535633785183,1270.0,-0.015503875968992248,-0.007086614173228346,-0.020061728395061727,-0.0031496062992125984,-0.019305019305019305,-0.003937007874015748,-0.017788089713843776,-0.004724409448818898,-0.01854714064914992,-0.007874015748031496,-0.020061728395061727,-0.009448818897637795,-0.015503875968992248,-0.008661417322834646,-0.017788089713843776,0.007874015748031496,-0.007036747458952306,-0.03385826771653543,0.0023677979479084454,-0.03700787401574803,0.010342084327764518,-0.03700787401574803,0.02667744543249798,-0.04409448818897638,0.015187849720223821,-0.04566929133858268,0.013567438148443736,-0.047244094488188976,0.003952569169960474,-0.04094488188976378
Admiral Group,Motor/Personal,ADM.L,20140305_Admiral_Group_PLC-_Earnings_Call_2014-3-5_SD000000002736695151.pdf,2014-03-05,35561,0.009472294832357214,0.00885774093113863,0.002190066826110538,0.037060864098229895,0.011838942471012808,0.019352254637477126,0.012702724021066078,0.0767796612958087,0.001630882506037304,0.10761196165066576,0.024922329113141163,0.006655725947506034,0.02475558099742108,0.03810427139798495,0.42174809832994,0.002277885070090889,0.0002950425444603836,0.04373484820849123,0.04978607557584289,0.01417655866429314,0.010115930168685559,0.03498649550270574,0.024880921956532735,0.0018749167983432645,0.004121448561423215,0.0010762028979402023,0.001042621905199357,0.007947626221613848,0.003262271318713638,1526.0,0.07540521494009866,-0.00327653997378768,0.07692307692307693,-0.019659239842726082,0.06341463414634146,-0.01703800786369594,0.06489881367759945,-0.005242463958060288,0.05386740331491713,-0.007208387942332897,0.023474178403755867,-0.013761467889908258,0.0380952380952381,-0.026867627785058978,0.03880190605854323,-0.017693315858453473,0.0380952380952381,-0.020314547837483616,0.03598099117447386,-0.02621231979030144,0.040927694406548434,-0.043905635648754916,0.04879725085910653,-0.03866317169069463,0.05825242718446602,-0.04652686762778506,0.061934585942936674,-0.03669724770642202,0.05386740331491713,-0.0399737876802097
Admiral Group,Motor/Personal,ADM.L,20140813_Admiral_Group_PLC-_Earnings_Call_2014-8-13_SD000000002845804089.pdf,2014-08-13,66732,0.011018688619708892,0.0030817405962470226,0.0011732526059804827,0.008692236043733988,0.0373384201353495,0.004064990380639478,0.0010472973233544107,0.03911668328639362,0.010946335348867955,0.1683273014561661,0.011869300163438712,0.008710716292333043,0.07709078209792161,0.0423114302295722,0.43403946601113763,0.012842069974273276,0.013700349218297474,0.009654571943727997,0.011871717839455604,0.010305634219490578,0.0010321995339561026,0.015857138499314125,0.02996441127591305,0.00029615196640932553,0.03361546145000166,0.0004668725180067494,0.0004589986148675309,0.0011057833449034978,0.002411712961862302,1371.0,-0.05448275862068966,-0.029905178701677606,-0.05513439007580979,-0.027716994894237783,-0.043933054393305436,-0.02698760029175784,-0.0472550382209868,-0.021152443471918306,-0.0531767955801105,-0.0350109409190372,-0.05513439007580979,-0.0350109409190372,-0.048577376821651634,-0.03574033552151714,-0.06095890410958904,-0.03355215171407731,-0.059025394646533974,-0.024799416484318017,-0.06224350205198358,-0.023340627279358133,-0.06671204901293397,-0.0262582056892779,-0.07427413909520594,-0.03282275711159737,-0.07427413909520594,-0.03355215171407731,-0.0902455209024552,-0.07804522246535375,-0.10974025974025974,-0.06491611962071481
Admiral Group,Motor/Personal,ADM.L,20150305_Admiral_Group_PLC-_Earnings_Call_2015-3-5_FS000000002425895293.pdf,2015-03-05,39198,0.0031739959199903246,0.0015473829287290615,0.0017028204108748973,0.016360739212466797,0.005691178548766228,0.009903506996036196,0.005200457754679809,0.03714103451945629,0.0046468282252416495,0.09758922720125006,0.03808901794475758,0.0016212380983676481,0.04366496000605843,0.035890884587106556,0.445931945122255,0.001295113326935294,0.005782817207042264,0.010156991247757905,0.04280957060503024,0.0048583990911289275,0.001988335706954393,0.07145694203499549,0.034991816185872195,0.008581086407964176,0.0465526640174589,0.000677603451754682,0.007914977854278683,0.014778451126643844,0.004249931995309224,1514.0,0.03769705277587389,0.0006605019815059445,0.034859876965140126,0.002642007926023778,0.025745257452574527,-0.042932628797886396,0.026440677966101694,-0.025759577278731835,0.03063308373042886,-0.01915455746367239,0.027834351663272233,-0.00726552179656539,0.023664638269100743,-0.0033025099075297227,0.012032085561497326,-0.003963011889035667,0.034859876965140126,0.015191545574636724,0.036986301369863014,0.002642007926023778,0.044137931034482755,0.0178335535006605,0.06544686840253343,0.028401585204755615,0.05874125874125874,0.036988110964332896,0.03769705277587389,0.02047556142668428,0.027834351663272233,0.016512549537648614
Admiral Group,Motor/Personal,ADM.L,20150819_Admiral_Group_PLC-_Earnings_Call_2015-8-19_FS000000002226829522.pdf,2015-08-19,34642,0.002045740796275313,0.006883755010486872,0.001689552306147884,0.022891014508983547,0.019743352879949737,0.014243548778249241,0.0038480534340241783,0.058508779614260945,0.001257645214505769,0.04783710362266964,0.0011385472406306581,0.0008145938309838796,0.004203374214569358,0.006767503327086207,0.568415778582135,0.004691726728964052,0.00029821346814926775,0.0007529154706556565,0.06681070359802582,0.019558520718234062,0.0024323182335214103,0.05149989132778084,0.03213845098744782,0.0004264761464441847,0.0490518522829124,0.0006723236936622532,0.0006609848247023003,0.0107172556804644,0.004719872530122792,1522.0,0.03819918144611187,0.042706964520367936,0.03467029231815092,0.025624178712220762,0.05694444444444444,-0.011169513797634692,0.04532967032967033,0.0164257555847569,0.062107466852756456,-0.010512483574244415,0.0438957475994513,0.013140604467805518,0.03537414965986395,0.018396846254927726,0.027683997299122215,-0.003942181340341655,0.013990672884743505,0.011826544021024968,0.010624169986719787,0.02431011826544021,0.011295681063122924,0.017739816031537452,0.021476510067114093,0.019053876478318004,0.027683997299122215,0.040735873850197106,0.03678474114441417,0.06044678055190539,0.02079141515761234,0.011826544021024968
Admiral Group,Motor/Personal,ADM.L,20160303_Admiral_Group_PLC-_Earnings_Call_2016-3-3_FS000000002257977494.pdf,2016-03-03,32253,0.00945968253776054,0.005076206167779594,0.016547914926832562,0.04718074487770965,0.01678301402723621,0.004104270240423245,0.010649148712644572,0.09842690438100472,0.0026552096649808555,0.09284435973752868,0.0034887413090902014,0.0007873269306629232,0.047860890265506176,0.0368371169481899,0.39482458546909066,0.0003871111167733858,0.010456561489187102,0.08062016636009595,0.0020307737735370483,0.03313483782094221,0.008601586345092426,0.023286197645982252,0.035852052910846886,0.007363826973586983,0.0018074080259674336,0.0016429083852247714,0.0006388596742729366,0.006651575303910857,0.006721952709967342,1919.0,0.0903409090909091,0.013027618551328817,0.08602150537634409,0.02344971339239187,0.10796766743648961,0.024491922876498175,0.0990836197021764,0.02344971339239187,0.1028735632183908,-0.010943199583116207,0.10668973471741638,-0.0020844189682126106,0.10414269275028769,-0.022407503908285567,0.09719839908519154,-0.01615424700364773,0.10097532989099255,-0.009900990099009901,0.09845449341728678,-0.0020844189682126106,0.1092485549132948,-0.0010422094841063053,0.1288235294117647,-0.0005211047420531526,0.1288235294117647,0.006774361646690985,0.14635603345280765,0.0020844189682126106,0.15255255255255254,-0.009900990099009901
Admiral Group,Motor/Personal,ADM.L,20160817_Admiral_Group_PLC-_Earnings_Call_2016-8-17_FS000000002425895173.pdf,2016-08-17,41408,0.0033130599368862497,0.002569730924431287,0.01516164918069362,0.004726951354128329,0.017901504899398568,0.0008510274684495884,0.0003637229795383554,0.10960674194521397,0.004792548442045457,0.04073281719047178,0.010448031675738479,0.0005955871829357226,0.01827723158740413,0.024272116520305902,0.46565078024849604,0.005693942792742678,0.0002180376465770429,0.009203984486423466,0.023420453343544083,0.07652196966260973,0.0010867959207932947,0.10029349364255523,0.0014356432578513688,0.00031181641490090044,0.04605755664716058,0.0004915669141829418,0.0004832765448523921,0.015517970024418718,0.006523501054989239,2081.0,-0.07675244010647737,0.024026910139356077,-0.07920353982300884,0.023546371936568958,-0.07305122494432072,0.020663142719846227,-0.07469986660738105,0.019702066314271984,-0.074288256227758,0.002402691013935608,-0.0722246990637539,-0.00913022585295531,-0.06261261261261261,-0.0177799135031235,-0.05922242314647378,-0.01585776069197501,-0.05150410209662717,-0.014896684286400768,-0.042778288868445265,-0.015377222489187891,-0.05879692446856626,0.002402691013935608,-0.0316426244765007,-0.0014416146083613647,-0.03835489833641405,-0.010091302258529554,-0.02483598875351453,-0.010571840461316675,-0.029384328358208957,-0.03363767419509851
