company_name,Group,ticker,file_name,date,token_len,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,WA_sentiment,Close,D-1,D+1,D-2,D+2,D-3,D+3,D-4,D+4,D-5,D+5,D-6,D+6,D-7,D+7,D-8,D+8,D-9,D+9,D-10,D+10,D-11,D+11,D-12,D+12,D-13,D+13,D-14,D+14,D-15,D+15
Admiral Group,Motor/Personal,ADM.L,20110302_Admiral_Group_PLC-_Earnings_Call_2011-3-2_SD000000002736694887.pdf,2011-03-02,973,0.02155571663225464,0.008087432947711066,0.03931197837223069,0.014254866674770019,0.08683290833623375,0.005667654119555277,0.01783128535262098,0.016063630992733113,0.008854825647724674,0.14303509975560394,0.054303737136560344,0.01688336809603451,0.0761118081452425,0.022405176432715966,0.03790450937938599,0.11224839077362148,0.02407956929862283,0.014130536972388547,0.010021779476397583,0.02290942792358609,0.013242510130599858,0.007019285377976158,0.08668231887010097,0.01613526422048337,0.046169822093843564,0.01647263205234609,0.061784423496570685,0.006436775352457677,1655.0,-0.031030444964871194,0.013897280966767372,-0.020130254588513915,0.015105740181268883,-0.003612281757977122,-0.0006042296072507553,-0.0024110910186859553,0.0036253776435045317,-0.011350059737156512,-0.0030211480362537764,-0.031030444964871194,-0.019939577039274924,-0.04720782959124928,-0.03323262839879154,-0.055904164289788935,-0.038066465256797584,-0.04057971014492753,-0.044108761329305135,-0.02932551319648094,-0.06042296072507553,-0.026470588235294117,-0.0404833836858006,-0.02704291593180482,-0.054380664652567974,-0.028755868544600938,-0.04833836858006042,-0.028755868544600938,-0.050151057401812686,-0.03046280023432923,-0.045317220543806644
Admiral Group,Motor/Personal,ADM.L,20110824_Admiral_Group_PLC-_Earnings_Call_2011-8-24_SD000000002736694923.pdf,2011-08-24,3341,0.0032998638263575424,0.03227762293464666,0.045035041196838,0.03964484255191767,0.04121124897600622,0.04407968393081131,0.033313484990037966,0.015741544364995738,0.010900391449914055,0.009654102386453724,0.014675833598856944,0.01931438826966437,0.024082196902846992,0.06388890161821566,0.035894945495243184,0.2831106972981739,0.03860763391668398,0.08109621163322074,0.007970180415117182,0.018277341519010448,0.009235810672750882,0.004051872822784886,0.0006059984019280611,0.018318800847559564,0.023183314796632118,0.0640600409217558,0.018467975003751646,0.018945055602056678,1353.0,-0.11856677524429968,-0.05469327420546933,-0.11045364891518737,-0.025868440502586843,-0.09498327759197324,-0.005912786400591279,-0.09316353887399464,0.008869179600886918,-0.12596899224806202,0.011086474501108648,-0.116263879817113,0.0066518847006651885,-0.10986842105263157,-0.021433850702143386,-0.10397350993377484,-0.012564671101256468,-0.07392197125256673,0.032520325203252036,-0.031496062992125984,0.008130081300813009,-0.06301939058171745,-0.03399852180339985,-0.05052631578947368,-0.05395417590539542,-0.09619238476953908,-0.06134515890613452,-0.11220472440944881,-0.058388765705838876,-0.11741682974559686,-0.028824833702882482
Admiral Group,Motor/Personal,ADM.L,20111109_Admiral_Group_PLC-_Guidance_Call_2011-11-9_SD000000002870249474.pdf,2011-11-09,3021,0.011358937311829097,0.005524818914256959,0.3122326940958535,0.03458991061510828,0.00759458964416271,0.003871780146841292,0.0601223950762163,0.035826626917733286,0.006049052762807701,0.008217501275779094,0.008898794135709888,0.007775341544176326,0.021557791207716056,0.14044553083753686,0.06044402545937045,0.028081130295548623,0.02018440015842115,0.036147257377360666,0.02573918270326083,0.017080697135179734,0.015968350293116024,0.01497897209483317,0.01555529825230508,0.014744532945294648,0.05561170882168441,0.005615602385626118,0.025783048159686885,0.010792474276850941,887.5,-0.2560771165129925,-0.07605633802816901,-0.2478813559322034,-0.05352112676056338,-0.25168634064080947,-0.061971830985915494,-0.2510548523206751,-0.0647887323943662,-0.2349137931034483,-0.09802816901408451,-0.21181172291296627,-0.07042253521126761,-0.2472434266327396,-0.07549295774647888,-0.2737315875613748,-0.08112676056338028,-0.29619349722442506,-0.04507042253521127,-0.2766911165444173,-0.02535211267605634,-0.2725409836065574,-0.03718309859154929,-0.2719442165709598,-0.007323943661971831,-0.2737315875613748,0.03323943661971831,-0.2640961857379768,0.03436619718309859,-0.2755102040816326,0.03943661971830986
Admiral Group,Motor/Personal,ADM.L,20120307_Admiral_Group_PLC-_Earnings_Call_2012-3-7_SD000000002736694971.pdf,2012-03-07,1764,0.012532909436104408,0.02052102962031083,0.09965761454594059,0.016392575646210623,0.11836892325090428,0.00675618676170657,0.030233010381786978,0.030492398379072305,0.00729742807090669,0.14040294263332734,0.03125655232962796,0.025380248424038403,0.026385717101818182,0.04533776414964776,0.032606788203516354,0.07003540777134713,0.030454433189628562,0.028821324032259225,0.01625927050958416,0.0175320342470111,0.018432021610969098,0.0057847246939645965,0.03514645076325953,0.010051722275539153,0.08340058555004622,0.01653092536192259,0.023928983849450945,0.027392739273927394,1144.0,0.1,0.015734265734265736,0.09578544061302682,0.012237762237762238,0.08026440037771483,0.022727272727272728,0.043795620437956206,0.03583916083916084,0.06220984215413185,0.03671328671328671,0.058279370952821465,0.051573426573426576,0.07721280602636535,0.05506993006993007,0.09264565425023878,0.05506993006993007,0.08952380952380952,0.0472027972027972,0.10318225650916105,0.02097902097902098,0.09683604985618409,0.013986013986013986,0.13155291790306628,0.017482517482517484,0.14744232698094284,0.025349650349650348,0.18857142857142858,0.02972027972027972,0.17998968540484786,0.01486013986013986
Admiral Group,Motor/Personal,ADM.L,20120830_Admiral_Group_PLC-_Earnings_Call_2012-8-30_SD000000002736695019.pdf,2012-08-30,1804,0.004212143164539858,0.01890841456705613,0.03765707537901932,0.04844339836962692,0.09071486193917835,0.008002080204835437,0.021395492801350398,0.01586007788293045,0.0065245418926851975,0.1622490619206871,0.00680958382612729,0.022991895885630408,0.018967410947915687,0.014462087196883177,0.015469371247228745,0.11922864344285715,0.03362385202177078,0.08902414991403577,0.035748608479500774,0.0032757659317746426,0.026289671641917735,0.010584434532327384,0.0465735509844549,0.01624861632197125,0.0952448507700052,0.013402931202252904,0.018087416108104912,-0.00818627122055962,1162.0,-0.028428093645484948,0.020654044750430294,-0.012744265080713678,-0.010327022375215147,-0.022708158116063918,-0.04475043029259897,-0.02434928631402183,-0.03098106712564544,-0.02023608768971332,-0.02323580034423408,-0.025984911986588432,-0.021514629948364887,-0.01441899915182358,-0.02667814113597246,-0.00937766410912191,-0.03700516351118761,0.0,-0.06110154905335628,-0.01692047377326565,-0.05938037865748709,-0.021885521885521887,-0.03356282271944923,-0.012744265080713678,-0.0378657487091222,-0.011063829787234043,-0.047332185886402756,-0.00937766410912191,-0.06196213425129088,-0.005136986301369863,-0.06798623063683305
Admiral Group,Motor/Personal,ADM.L,20130306_Admiral_Group_PLC-_Earnings_Call_2013-3-6_SD000000002736695055.pdf,2013-03-06,3343,0.004811190256808895,0.034885641880856064,0.04189334743316269,0.01996613321108867,0.0789149346664036,0.0767041664625308,0.00721957000124582,0.01491532529158453,0.023170484321836785,0.10389859331690408,0.006016281078151209,0.013201676703146205,0.015795290314094435,0.034962606388535836,0.015091345987751739,0.12249144061946013,0.05518407549541805,0.018236662860675525,0.032281407832256706,0.01826285109718526,0.0723379953932557,0.040738933755308376,0.022283665113014457,0.014788453939140007,0.04378554863690161,0.054560045778715545,0.013602308118227035,0.004995651999898122,1334.0,0.05288082083662194,0.01649175412293853,0.045454545454545456,0.01424287856071964,0.06976744186046512,0.018740629685157422,0.06634692246203037,0.0074962518740629685,0.06634692246203037,0.006746626686656672,0.07062600321027288,0.004497751124437781,0.056215360253365,0.0014992503748125937,0.05789056304520222,0.004497751124437781,0.055379746835443035,0.0037481259370314842,0.033307513555383424,-0.0014992503748125937,0.034108527131782945,0.0022488755622188904,0.047918303220738416,0.0007496251874062968,0.04874213836477988,-0.011244377811094454,0.047918303220738416,-0.006746626686656672,0.04463586530931871,-0.008995502248875561
Admiral Group,Motor/Personal,ADM.L,20130829_Admiral_Group_PLC-_Earnings_Call_2013-8-29_SD000000002736695103.pdf,2013-08-29,2825,0.004181402670819282,0.03229785971263886,0.04369883707639189,0.04219223170208404,0.03545612956173055,0.047423563808995935,0.009972732718574434,0.0285169635947072,0.010692180127939757,0.14336830089775515,0.03147530919170518,0.024355565623167045,0.02318672955970761,0.0044764048089738755,0.021344535732138164,0.2569273882888415,0.007932624753166494,0.02806679332203681,0.017485425094771058,0.026464536548893653,0.017580320681713637,0.02685962631242431,0.027015860899064156,0.015028817210390344,0.03263003022854485,0.024908442020572102,0.016461367863840774,0.012326904169002176,1270.0,-0.015503875968992248,-0.007086614173228346,-0.020061728395061727,-0.0031496062992125984,-0.019305019305019305,-0.003937007874015748,-0.017788089713843776,-0.004724409448818898,-0.01854714064914992,-0.007874015748031496,-0.020061728395061727,-0.009448818897637795,-0.015503875968992248,-0.008661417322834646,-0.017788089713843776,0.007874015748031496,-0.007036747458952306,-0.03385826771653543,0.0023677979479084454,-0.03700787401574803,0.010342084327764518,-0.03700787401574803,0.02667744543249798,-0.04409448818897638,0.015187849720223821,-0.04566929133858268,0.013567438148443736,-0.047244094488188976,0.003952569169960474,-0.04094488188976378
Admiral Group,Motor/Personal,ADM.L,20140305_Admiral_Group_PLC-_Earnings_Call_2014-3-5_SD000000002736695151.pdf,2014-03-05,1335,0.014317105445999252,0.038057416238015285,0.045366769979806994,0.04711680671436062,0.03391353970045422,0.03271550728144777,0.01292210322263306,0.01991001854047765,0.022621865067314267,0.04452033571704054,0.01573509932277331,0.010034542327733905,0.00894548479049319,0.023921454764694115,0.049295886629124465,0.24066368311770675,0.11838319255878045,0.041163022569595746,0.04312466014586936,0.01968870616735172,0.018061746823794116,0.008751834778573421,0.0009255375194186741,0.008357106954077249,0.011414047012246492,0.012938096160332778,0.057134399728840775,0.016232498466001003,1526.0,0.07540521494009866,-0.00327653997378768,0.07692307692307693,-0.019659239842726082,0.06341463414634146,-0.01703800786369594,0.06489881367759945,-0.005242463958060288,0.05386740331491713,-0.007208387942332897,0.023474178403755867,-0.013761467889908258,0.0380952380952381,-0.026867627785058978,0.03880190605854323,-0.017693315858453473,0.0380952380952381,-0.020314547837483616,0.03598099117447386,-0.02621231979030144,0.040927694406548434,-0.043905635648754916,0.04879725085910653,-0.03866317169069463,0.05825242718446602,-0.04652686762778506,0.061934585942936674,-0.03669724770642202,0.05386740331491713,-0.0399737876802097
Admiral Group,Motor/Personal,ADM.L,20140813_Admiral_Group_PLC-_Earnings_Call_2014-8-13_SD000000002845804089.pdf,2014-08-13,3160,0.010703988258731633,0.09532409244915684,0.06403147830095704,0.06416868783169957,0.046840521846539085,0.10294331279278318,0.0067347246775273885,0.038103312657377125,0.0259678177374286,0.13174756320735853,0.013450684000210942,0.014576655689383709,0.01054541995047892,0.046627204653672254,0.027904846124140927,0.04494875650252769,0.016093391008408415,0.009934718951087326,0.03627694206309655,0.005887517966624505,0.03180806645856352,0.011859312544784317,0.022590354107971528,0.05491377482007221,0.02433044868387603,0.014914741203765717,0.02677163733977697,0.015006024024048064,1371.0,-0.05448275862068966,-0.029905178701677606,-0.05513439007580979,-0.027716994894237783,-0.043933054393305436,-0.02698760029175784,-0.0472550382209868,-0.021152443471918306,-0.0531767955801105,-0.0350109409190372,-0.05513439007580979,-0.0350109409190372,-0.048577376821651634,-0.03574033552151714,-0.06095890410958904,-0.03355215171407731,-0.059025394646533974,-0.024799416484318017,-0.06224350205198358,-0.023340627279358133,-0.06671204901293397,-0.0262582056892779,-0.07427413909520594,-0.03282275711159737,-0.07427413909520594,-0.03355215171407731,-0.0902455209024552,-0.07804522246535375,-0.10974025974025974,-0.06491611962071481
Admiral Group,Motor/Personal,ADM.L,20150305_Admiral_Group_PLC-_Earnings_Call_2015-3-5_FS000000002425895293.pdf,2015-03-05,711,0.006074078870447393,0.008593260983153349,0.08120378320625321,0.010820461994034762,0.07117563487308033,0.03142226188807981,0.0271316037617978,0.018138401741421374,0.009408650299784016,0.08324119932288387,0.009819691524031678,0.012093706296965958,0.010781166309167952,0.006502611149067161,0.013153115767726011,0.1544000715622339,0.060879755795388256,0.06794688725913813,0.037624468523616166,0.004723785424766019,0.010075553266164763,0.06614975209615961,0.13625735368008762,0.016897482033413555,0.0068976691976180195,0.008734464916865164,0.02985308100422915,-0.015015941581816312,1514.0,0.03769705277587389,0.0006605019815059445,0.034859876965140126,0.002642007926023778,0.025745257452574527,-0.042932628797886396,0.026440677966101694,-0.025759577278731835,0.03063308373042886,-0.01915455746367239,0.027834351663272233,-0.00726552179656539,0.023664638269100743,-0.0033025099075297227,0.012032085561497326,-0.003963011889035667,0.034859876965140126,0.015191545574636724,0.036986301369863014,0.002642007926023778,0.044137931034482755,0.0178335535006605,0.06544686840253343,0.028401585204755615,0.05874125874125874,0.036988110964332896,0.03769705277587389,0.02047556142668428,0.027834351663272233,0.016512549537648614
