topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28
0.003420659,0.0034970222,0.0042772717,0.0035105303,0.0038954802,0.0029466907,0.0012593943,0.0031774032,0.92550915,0.0039467635,0.002882347,0.0020622262,0.0016108603,0.0035950306,0.0015778065,0.0010139507,0.00075495744,0.0019060813,0.0021241659,0.0036095812,0.0037630412,0.0053782207,0.0049709287,0.0010796672,0.0019477294,0.0017020551,0.0016733495,0.0029075881
0.0033247666,0.0033989889,0.0041573653,0.0034121182,0.0037862768,0.0028640851,0.0012240892,0.00308833,0.9275974,0.0038361223,0.002801545,0.002004415,0.0015657025,0.00349425,0.0015335752,0.0009855262,0.0007337934,0.0018526474,0.0020646183,0.0035083925,0.0036575503,0.005227451,0.0048315767,0.0010494005,0.0018931279,0.0016543408,0.00162644,0.0028260788
0.0033247666,0.0033989889,0.0041573653,0.0034121182,0.0037862768,0.0028640851,0.0012240892,0.00308833,0.9275974,0.0038361223,0.002801545,0.002004415,0.0015657025,0.00349425,0.0015335752,0.0009855262,0.0007337934,0.0018526474,0.0020646183,0.0035083925,0.0036575503,0.005227451,0.0048315767,0.0010494005,0.0018931279,0.0016543408,0.00162644,0.0028260788
0.0033247666,0.0033989889,0.0041573653,0.0034121182,0.0037862768,0.0028640851,0.0012240892,0.00308833,0.9275974,0.0038361223,0.002801545,0.002004415,0.0015657025,0.00349425,0.0015335752,0.0009855262,0.0007337934,0.0018526474,0.0020646183,0.0035083925,0.0036575503,0.005227451,0.0048315767,0.0010494005,0.0018931279,0.0016543408,0.00162644,0.0028260788
0.0033247666,0.0033989889,0.0041573653,0.0034121182,0.0037862768,0.0028640851,0.0012240892,0.00308833,0.899564,0.0038361223,0.002801545,0.002004415,0.0015657025,0.00349425,0.0015335752,0.029018896,0.0007337934,0.0018526474,0.0020646183,0.0035083925,0.0036575503,0.005227451,0.0048315767,0.0010494005,0.0018931279,0.0016543408,0.00162644,0.0028260788
0.0033247666,0.0033989889,0.0041573653,0.0034121182,0.0037862768,0.0028640851,0.0012240892,0.00308833,0.899564,0.0038361223,0.002801545,0.002004415,0.0015657025,0.03152762,0.0015335752,0.0009855262,0.0007337934,0.0018526474,0.0020646183,0.0035083925,0.0036575503,0.005227451,0.0048315767,0.0010494005,0.0018931279,0.0016543408,0.00162644,0.0028260788
0.0033247666,0.0033989889,0.0041573653,0.0034121182,0.0037862768,0.0028640851,0.0012240892,0.00308833,0.9275974,0.0038361223,0.002801545,0.002004415,0.0015657025,0.00349425,0.0015335752,0.0009855262,0.0007337934,0.0018526474,0.0020646183,0.0035083925,0.0036575503,0.005227451,0.0048315767,0.0010494005,0.0018931279,0.0016543408,0.00162644,0.0028260788
0.0033247666,0.0033989889,0.0041573653,0.0034121182,0.0037862768,0.0028640851,0.0012240892,0.00308833,0.9275974,0.0038361223,0.002801545,0.002004415,0.0015657025,0.00349425,0.0015335752,0.0009855262,0.0007337934,0.0018526474,0.0020646183,0.0035083925,0.0036575503,0.005227451,0.0048315767,0.0010494005,0.0018931279,0.0016543408,0.00162644,0.0028260788
0.0033247666,0.0033989889,0.0041573653,0.0034121182,0.0037862768,0.0028640851,0.0012240892,0.00308833,0.9275974,0.0038361223,0.002801545,0.002004415,0.0015657025,0.00349425,0.0015335752,0.0009855262,0.0007337934,0.0018526474,0.0020646183,0.0035083925,0.0036575503,0.005227451,0.0048315767,0.0010494005,0.0018931279,0.0016543408,0.00162644,0.0028260788
0.00043655737,0.018850863,0.00054588146,0.30228284,0.0004971558,0.0003760677,0.39401832,0.07402376,0.0003277645,0.004184613,0.0040487684,0.00026318905,0.00020558403,0.0041397237,0.00020136559,0.00012940419,9.635049e-05,0.018647823,0.000271094,0.08880256,0.00048025342,0.0006863887,0.00063440856,0.00013779118,0.0002485765,0.05911182,0.00021355915,0.026137462
0.0005499112,0.0144722145,0.0006876217,0.34367836,0.00062624423,0.028293768,0.35722646,0.046877563,0.00041286982,0.0006344886,0.00046337117,0.00033152712,0.00025896472,0.00057794346,0.00025365094,0.00479968,0.00012136828,0.05594653,0.00034148464,0.079403765,0.0006049531,0.010137963,0.0007991352,0.014083595,0.0003131204,0.03736703,0.0002690106,0.000467429
0.0005398979,0.005104197,0.00067510083,0.1689872,0.032480564,0.009569582,0.19139312,0.21900932,0.00040535186,0.00062293524,0.00045493364,0.00032549034,0.041224465,0.0005674197,0.00024903222,0.00016003635,0.000119158285,0.07313679,0.00033526655,0.00056971627,0.0005939375,0.0008488685,0.00078458374,0.00017040869,0.23702423,0.00026864294,0.0002641122,0.014115657
0.038292307,0.0308311,0.0085904505,0.00091056107,0.07582052,0.0007643124,0.0003266616,0.21029247,0.00066614186,0.0010237112,0.0007476229,0.00053490006,0.0004178248,0.00093247875,0.22483958,0.00026299845,0.00019582079,0.0004943992,0.00055096595,0.18048052,0.0009760573,0.0013950025,0.016251381,0.000280044,0.09027734,0.00044147891,0.1126492,0.00075417
0.0009993978,0.051581327,0.0012496703,0.0010256551,0.001138124,0.009287524,0.0003679513,0.25372642,0.0007503415,0.0011531073,0.00084212166,0.00060251093,0.00047063743,0.0010503432,0.12686004,0.0002962412,0.00022057234,0.0005568908,0.05118023,0.16116007,0.0010994299,0.009997932,0.026732143,0.00031544128,0.15224792,0.0004972814,0.00048889464,0.14410175
0.0014007066,0.06048353,0.013561788,0.0014375075,0.0015951385,0.0012066239,0.0005157023,0.47371352,0.0010516417,0.02523676,0.0011802762,0.0008444495,0.0006596222,0.001472109,0.00064608717,0.000415197,0.0003091433,0.036211442,0.0008698128,0.013288378,0.0015409067,0.0022022976,0.0020355177,0.00044210692,0.2606244,0.000696965,0.0006852106,0.0956731
0.0015269422,0.0015610298,0.0019093241,0.0015670597,0.14336048,0.0013153682,0.0005621789,0.29753622,0.0011464185,0.001761789,0.001286646,0.013795243,0.0007190692,0.0016047796,0.0007043144,0.00045261573,0.00033700417,0.013725542,0.026697583,0.053110033,0.13042668,0.0024007747,0.0022189643,0.00048195085,0.23261386,0.0007597775,0.00074696366,0.065671355
0.0011780891,0.09060383,0.011406382,0.011142312,0.0013416193,0.0010148523,0.00043374056,0.35869205,0.010817772,0.031159094,0.0009926921,0.00071023917,0.0005547869,0.0012381433,0.00054340303,0.00034920877,0.00026001042,0.0006564622,0.0007315714,0.14030895,0.0012960067,0.0018522813,0.08117817,0.00037184183,0.000670806,0.12971872,0.00057630846,0.120200634
0.0014345925,0.0014666185,0.07437001,0.037760362,0.001633728,0.0012358146,0.00052817824,0.3884054,0.0010770829,0.0016552358,0.0012088295,0.0008648785,0.0127716055,0.0015077223,0.024853772,0.00042524148,0.0003166221,0.10966363,0.037178937,0.110378064,0.11044242,0.0022555757,0.014180788,0.0004528024,0.00081685954,0.012809852,0.049085896,0.0012194153
0.0007246229,0.043509323,0.0009060853,0.055731766,0.04359373,0.0006242188,0.00026678658,0.031222038,0.00054404227,0.0069458606,0.006720378,0.00043685627,0.0064510293,0.0068713506,0.29360414,0.0002147925,0.00015992808,0.18980725,0.00044997738,0.11685064,0.12299294,0.0011393073,0.0010530277,0.00022871372,0.00041260157,0.00036055862,0.00035447773,0.06782362
0.018803293,0.0010761165,0.0013162177,0.0010802733,0.0011987315,0.00090676645,0.0003875454,0.14298315,0.00079029874,0.01008985,0.04526365,0.0006345958,0.0004956998,0.027732288,0.21349362,0.00031201664,0.00023231827,0.0005865463,0.1515344,0.12536548,0.0011579768,0.01940568,0.0015296723,0.00033223917,0.11597875,0.00052376266,0.00051492924,0.11627412
0.05340322,0.0030562778,0.003738189,0.0030680834,0.45712763,0.002575307,0.12713486,0.0027769418,0.002244527,0.0034493362,0.0025190727,0.052215993,0.17785572,0.0031419338,0.0013789489,0.00088615826,0.00065980694,0.0016658498,0.027063288,0.0031546506,0.0032887692,0.004700381,0.0043444214,0.0009435923,0.0017022488,0.05190122,0.0014624503,0.0025411327
0.0032341038,0.003306302,0.004043998,0.0033190735,0.003683029,0.030054916,0.2466111,0.0030041144,0.029697074,0.031000447,0.029994082,0.24737012,0.0015230074,0.030667895,0.0014917563,0.000958652,0.00071378367,0.0018021277,0.0020083184,0.2488331,0.003557813,0.059622765,0.004699825,0.0010207845,0.0018415044,0.0016092287,0.0015820886,0.0027490146
0.0027157203,0.0027763462,0.0033957995,0.048583243,0.3236659,0.0023394285,0.0009998548,0.0025225952,0.04783512,0.117623836,0.0022883448,0.093229584,0.0012788897,0.0028541568,0.0012526477,0.0008049929,0.0005993737,0.047309443,0.09327875,0.0028657087,0.0029875431,0.004269862,0.09553885,0.0008571665,0.0015463359,0.07004555,0.024226587,0.0023083843
0.0031482542,0.082853764,0.21629724,0.0032309685,0.0035852627,0.0027120304,0.0011591022,0.0029243699,0.0023636892,0.2690832,0.029197887,0.0018980004,0.001482579,0.0033087395,0.0014521575,0.0009332045,0.0006948362,0.0017542901,0.0019550074,0.08295736,0.0034633705,0.004949925,0.27002582,0.0009936878,0.0017926214,0.0015665116,0.001540092,0.0026760418
0.0060289595,0.00616355,0.007538751,0.0061873584,0.15936862,0.005193583,0.0022197,0.158103,0.0045265043,0.0069562257,0.0050801765,0.0036347024,0.0028391636,0.0063362913,0.002780906,0.0017871022,0.0013306229,0.20669654,0.0037438718,0.006361937,0.1591352,0.009479189,0.21209837,0.0019029286,0.0034329002,0.0029998957,0.0029493019,0.005124665
0.022982528,0.002491135,0.2701422,0.0025007576,0.24932446,0.0020991014,0.00089714077,0.0022634517,0.0018294868,0.0028115122,0.0020532657,0.0014690453,0.0011475107,0.0025609522,0.0011239646,0.0007222968,0.00053780066,0.0013578141,0.0015131686,0.0025713174,0.20813854,0.0038312236,0.1679074,0.00076911063,0.0013874824,0.0012124742,0.0011920255,0.043162826
0.005472571,0.005594741,0.09912898,0.0056163524,0.28309005,0.0047142887,0.0020148528,0.005083396,0.0041087717,0.09860021,0.004611348,0.28015712,0.0025771488,0.005751541,0.0025242674,0.1400511,0.0012078251,0.0030494607,0.003398365,0.0057748198,0.006020334,0.008604393,0.007952783,0.001727315,0.0031160917,0.0027230475,0.0026771228,0.00465173
0.0052311886,0.00534797,0.0065411995,0.049476337,0.09417275,0.0045063524,0.0019259823,0.0048591793,0.048035253,0.006035756,0.0044079516,0.26780003,0.0024634767,0.0054978537,0.0024129278,0.13387376,0.0011545507,0.0029149558,0.003248471,0.005520106,0.0057547907,0.09644029,0.18403286,0.04575884,0.002978648,0.0026029402,0.0025590411,0.004446553
0.00711384,0.0072726496,0.5487299,0.007300742,0.068082936,0.006128142,0.0026191236,0.006607948,0.0053410255,0.008207963,0.0059943283,0.004288749,0.0033500567,0.0674581,0.0032813158,0.0021086822,0.0015700618,0.0039640185,0.0044175624,0.007506735,0.06780751,0.011184921,0.13030113,0.002245351,0.004050633,0.0035397117,0.0034800137,0.006046822
0.006351851,0.00649365,0.59706706,0.0065187337,0.0072335503,0.005471735,0.0023385799,0.005900147,0.0047689294,0.06088556,0.0053522545,0.0038293654,0.0029912202,0.006675643,0.0029298423,0.0018828136,0.0014018868,0.057096202,0.0039443816,0.006702662,0.006987623,0.0099868635,0.00923056,0.0020048434,0.16428709,0.0031605605,0.003107257,0.005399125
0.002596797,0.0026547678,0.003247095,0.046455745,0.20001552,0.0022369833,0.00095607043,0.002412129,0.02384502,0.30953124,0.0240835,0.089146994,0.0012228863,0.0027291712,0.0011977934,0.0007697417,0.00057312666,0.089028455,0.0016125627,0.0027402171,0.0028567165,0.004082882,0.0037736853,0.0008196305,0.0014786207,0.0012921168,0.17643322,0.0022072985
0.043573167,0.004723007,0.23949654,0.0047412505,0.0052611562,0.08188632,0.0017009123,0.004291336,0.003468571,0.0053304182,0.003892839,0.509178,0.0021755951,0.0048553753,0.0021309534,0.04032271,0.0010196301,0.0025743146,0.0028688551,0.0048750266,0.0050822864,0.0072637154,0.006713635,0.0014581766,0.0026305635,0.002298761,0.0022599918,0.0039269296
0.0041364837,0.0042288266,0.005172355,0.0042451615,0.004710668,0.00356333,0.0015229415,0.0038423226,0.0031056455,0.004772683,0.0034855215,0.0024937782,0.0019479571,0.31824493,0.0019079862,0.0012261352,0.0009129436,0.0023049575,0.0025686796,0.0043649403,0.0045505143,0.25064626,0.35478628,0.0013056039,0.002355321,0.0020582357,0.0020235232,0.003516045
0.22696483,0.0010955635,0.21819746,0.0010997953,0.24518503,0.0009231531,0.00039454893,0.0009954318,0.0008045806,0.109665185,0.01897445,0.0006460639,0.00050465786,0.0011262681,0.00953003,0.0003176552,0.00023651659,0.090954416,0.027772652,0.0011308265,0.0011789032,0.037827823,0.0015573157,0.00033824323,0.00061019376,0.0005332278,0.0005242348,0.00091090286
0.031307,0.0017917064,0.061300308,0.0017986273,0.28276283,0.0015097429,0.0006452532,0.001627949,0.0013158271,0.0020221323,0.0014767763,0.0010565858,0.00082532753,0.0018419212,0.04514002,0.0005194997,0.10382727,0.39996123,0.0010883207,0.0018493762,0.0019280018,0.0027555423,0.0025468653,0.00055316975,0.0009979231,0.0008720514,0.04518897,0.0014897088
0.0006564408,0.011740894,0.10044901,0.0062085865,0.21660863,0.022705082,0.00024168375,0.0006097588,0.00049285154,0.14466478,0.055902127,0.14430313,0.00030913175,0.0006899035,0.00030278857,0.00019458197,0.00014487992,0.19408725,0.00040763753,0.0006926958,0.0007221455,0.0010321061,0.072907634,0.0002071933,0.00037377854,0.00032663246,0.016925821,0.006092879
0.11841282,0.041052356,0.0028700503,0.0023555667,0.33161363,0.0019772302,0.0008450539,0.0021320384,0.001723269,0.0026482793,0.19546333,0.0013837543,0.05913967,0.0024122666,0.0010587085,0.0006803612,0.0005065766,0.001278981,0.11754287,0.021774955,0.0025250015,0.0036087874,0.02268842,0.00072445703,0.0013069268,0.0011420794,0.059181597,0.0019509924
0.06511979,0.0009725373,0.041294836,0.008997356,0.36203113,0.00081948773,0.008371305,0.00088364986,0.0007142303,0.1294346,0.0008015934,0.024636699,0.00044798738,0.08121041,0.00043879496,0.00028198416,0.000209957,0.00053008966,0.0005907399,0.0010038405,0.0010465183,0.22608542,0.0013824372,0.00030026026,0.00054167217,0.00047334904,0.0004653659,0.04091392
0.011050256,0.016531045,0.00011607096,0.038446274,0.00010571041,0.047823053,0.018818343,8.622418e-05,0.0055484083,0.04941554,0.021993078,0.054843117,4.3713404e-05,0.02670846,0.014913615,0.010202273,0.6112886,0.007878461,5.7642814e-05,0.013403404,0.010276874,0.023626156,0.00013489451,2.9298588e-05,5.2854914e-05,0.010220946,0.006306798,7.8902296e-05
9.6370386e-05,9.852176e-05,0.00012050377,9.890233e-05,0.004172569,0.040711235,0.014661639,0.022028755,7.2354276e-05,0.06511634,0.024458135,5.8099195e-05,0.030110264,0.019602828,4.4451615e-05,2.856608e-05,0.6988266,0.010617036,5.9844224e-05,0.00091425725,0.00091858074,0.042404868,0.009890818,3.0417516e-05,5.4873468e-05,0.01467411,4.7143356e-05,8.191562e-05
9.097406e-05,9.300497e-05,0.00011375608,9.336423e-05,0.00010360216,0.036130387,0.02304542,8.450455e-05,6.830275e-05,0.0637713,0.012349685,0.010026681,0.02689009,0.024641667,0.022286825,2.6966503e-05,0.66736597,0.0061872066,0.00082355744,0.008533705,0.00086714415,0.056905787,0.035417162,2.8714267e-05,5.180079e-05,4.5266966e-05,4.450353e-05,0.0039126496
0.0015627679,0.015579913,0.0037976012,8.978302e-05,0.00526312,0.0074517797,0.019948535,0.0037694715,6.5682834e-05,0.054686423,0.038431086,0.031771336,0.025858657,0.048038658,4.0352945e-05,0.009615274,0.649144,0.0074251653,0.008906026,9.231628e-05,9.624107e-05,0.028905576,0.012667042,2.7612863e-05,4.981385e-05,0.026598632,4.279649e-05,7.436257e-05
0.00015057073,0.006501754,0.00018827715,0.001424091,0.00017147143,0.00012970757,5.5436078e-05,0.017913764,0.010269563,0.08904324,0.002666004,0.031829886,7.090692e-05,0.05347995,0.0026085807,0.010201147,0.6081546,8.390198e-05,9.350163e-05,0.0128545305,0.0014352062,0.016741076,0.1284448,4.7524845e-05,8.573524e-05,0.0038836144,7.365758e-05,0.0013975507
0.00019077642,0.035583485,0.00023855128,0.0001957887,0.03560571,0.00016434233,7.0238726e-05,0.006611473,0.00014323373,0.09673408,0.00016075377,0.021026371,8.984063e-05,0.050066043,8.7997156e-05,5.654989e-05,0.67885697,0.00010630564,0.016204128,0.00020131296,0.0018184377,0.042122666,0.0067115016,0.0032773467,0.00010862843,9.492673e-05,9.332577e-05,0.0033792935
0.020307463,0.00767994,0.00012486665,0.0076803346,0.0009557044,0.036291312,0.02024437,0.0043026754,7.497388e-05,0.043056376,8.414452e-05,6.0202692e-05,4.702594e-05,0.007682801,0.017727714,2.9600324e-05,0.7569652,0.022789199,0.016901681,0.00010537472,0.000109854685,0.021206593,0.01530082,3.151879e-05,5.686018e-05,4.9688195e-05,4.8850194e-05,8.4881394e-05
0.0009037941,0.030800773,0.017895132,9.834296e-05,0.000109126835,0.049368635,0.00084324897,8.9010835e-05,7.1945055e-05,0.08817915,0.017048087,5.7770598e-05,0.026708093,0.018683989,0.0008521689,2.8404516e-05,0.6972981,5.33964e-05,5.9505757e-05,0.018684397,0.00010541673,0.008230351,0.014682691,3.0245481e-05,0.002478469,4.768087e-05,0.0057026576,0.000889421
0.0003091192,0.026379965,0.01863129,0.0003172407,0.021203183,0.12537321,0.000113809336,0.00028713656,0.0028384791,0.0759421,0.00026047282,0.0001863599,0.034028698,0.00032487686,0.00014258371,9.1629016e-05,0.4327297,0.00017224935,0.00019195728,0.00032619177,0.0055528483,0.04218833,0.18289682,9.756771e-05,0.00017601301,0.00015381185,0.028821556,0.00026275383
0.00082028564,8.891286e-05,0.009641836,0.012555599,0.027231673,0.029407492,0.014698306,0.03821313,6.529751e-05,0.038966004,7.328455e-05,5.2432733e-05,0.0029742138,0.020624205,0.0029733733,2.5780007e-05,0.7326002,4.84627e-05,5.4007567e-05,0.008891546,9.567647e-05,0.0184696,0.041191988,2.7450871e-05,4.9521615e-05,4.327527e-05,4.2545427e-05,7.392632e-05
9.4829295e-05,9.694626e-05,0.00011857675,9.732074e-05,0.00010799253,0.040859774,3.491358e-05,0.018478204,7.119723e-05,0.06407504,7.990592e-05,0.029641273,0.025630906,0.032082476,4.3740773e-05,2.8109269e-05,0.7100394,5.2841377e-05,5.8887228e-05,0.0016992074,0.014496587,0.039328042,0.020127065,2.9931098e-05,5.3995966e-05,0.0016463259,4.6389465e-05,0.00088017597
0.0103695495,0.00010374851,0.01296198,0.000104149265,0.000115569834,0.012066834,0.00260438,0.016352039,0.0017875372,0.05316877,8.5512525e-05,0.023164332,0.02657363,0.01636443,4.6809848e-05,0.0034527704,0.7692718,5.6548997e-05,0.02316617,0.013797844,0.00011164068,0.012138971,0.0010031482,0.0008877035,5.7784597e-05,5.0496015e-05,4.964439e-05,8.6261374e-05
0.0016504222,9.4454015e-05,0.00089454383,9.481887e-05,0.016464539,0.053831648,0.004708108,0.04059462,0.004743459,0.074892074,7.7851735e-05,5.5700406e-05,0.008612677,0.011782331,4.2616306e-05,2.7386648e-05,0.6707526,0.002388529,5.7373385e-05,0.0008765096,0.04684256,0.0577924,0.00247131,2.9161643e-05,5.2607862e-05,4.597224e-05,4.519691e-05,7.85335e-05
0.011590514,0.049703494,0.000106639534,8.752339e-05,0.0058497363,0.08420547,3.1398806e-05,0.04969553,6.402975e-05,0.062658094,0.0058244774,5.141475e-05,0.0014783154,0.01878563,3.9337356e-05,2.5279487e-05,0.6572552,4.7521793e-05,5.2959007e-05,8.999289e-05,0.02813782,0.016672857,0.0030002412,2.691791e-05,4.856015e-05,4.243508e-05,4.1719402e-05,0.0043869526
8.037039e-05,0.02786612,0.001455812,8.2481965e-05,9.152659e-05,0.0468276,2.9590206e-05,0.067162745,6.034158e-05,0.04617344,0.0068442975,0.045451507,0.009525052,0.023802478,3.7071488e-05,2.3823366e-05,0.6675104,4.4784498e-05,4.990852e-05,0.0034730968,0.0041543595,0.00012636445,0.045519844,2.5367415e-05,0.0034340504,3.999078e-05,3.931633e-05,6.831549e-05
0.0036439833,0.008629239,0.000105576684,8.665107e-05,9.615286e-05,0.046346888,0.00074299594,0.031402472,6.339158e-05,0.049219213,0.012885527,0.018560564,3.9761162e-05,0.059889186,3.894529e-05,2.5027532e-05,0.6870119,4.7048157e-05,5.2431176e-05,0.0136153875,0.00080479396,0.012947133,0.036430113,2.6649626e-05,4.8076163e-05,4.201214e-05,0.015703326,0.0014955887
0.00079183315,0.041142784,0.000104978804,0.007872825,9.560834e-05,0.014937771,3.090982e-05,0.019898584,6.303259e-05,0.037614428,0.0007786212,0.02057909,3.9535993e-05,0.009998534,3.8724742e-05,2.4885801e-05,0.76098794,4.6781723e-05,5.213426e-05,0.022740703,9.235783e-05,0.020660477,0.038347445,2.649871e-05,4.7803907e-05,0.00216541,4.1069692e-05,0.0007792406
8.559049e-05,0.03184105,0.00010702433,8.78392e-05,9.747128e-05,0.004403761,3.1512103e-05,0.02028631,0.001507604,0.040512364,0.0007937927,0.031083481,4.0306357e-05,0.015245058,3.94793e-05,2.5370704e-05,0.7729292,4.769327e-05,5.3150103e-05,0.033287212,9.415744e-05,0.017454691,0.02105286,0.00074868667,0.0014920785,4.25882e-05,4.1869942e-05,0.006567797
0.00046387725,0.00047423286,0.0005800429,0.0004760647,0.00052826793,0.016044661,0.00017078707,0.0004308892,0.00034827608,0.074849255,0.0082134055,0.012013454,0.00021844954,0.00048752385,0.0002139671,0.00013750234,0.46163163,0.0002584846,0.00028805915,0.004400762,0.055268016,0.05548705,0.27446264,0.0001464142,0.0002641325,0.00023081651,0.03151704,0.00039429945
6.84099e-05,0.008722094,8.554133e-05,0.0012238282,0.002961958,0.012171951,0.009830964,0.060051832,0.0029354142,0.02372816,0.008709801,0.041571595,3.221566e-05,0.011608106,3.1554617e-05,2.0278041e-05,0.6443123,0.11193935,4.248128e-05,0.02891271,0.001228878,0.026640842,9.94138e-05,2.159231e-05,3.895272e-05,3.403947e-05,3.3465385e-05,0.0029422012
0.0066631436,7.266136e-05,8.8873436e-05,7.294203e-05,8.094055e-05,0.02822734,0.023398051,0.0048602526,0.00065264147,0.04682577,0.059388515,0.009631313,3.3470562e-05,0.06239972,3.278377e-05,2.1067935e-05,0.64004564,0.054573998,0.0030405312,0.04442165,0.013262328,0.000111749025,0.0019011233,2.2433398e-05,4.0470048e-05,3.5365414e-05,3.4768967e-05,6.041406e-05
0.0036300546,0.003711092,0.0045391046,0.06494035,0.0041339416,0.43163154,0.001336488,0.0033719076,0.002725422,0.0041883644,0.0030587895,0.4306929,0.001709469,0.0038151,0.0016743918,0.0010760196,0.00080117205,0.0020227619,0.0022541964,0.0038305414,0.0039933953,0.0057074483,0.0052752234,0.001145759,0.0020669594,0.0018062462,0.0017757836,0.003085576
0.11841282,0.0023465028,0.0028700503,0.0023555667,0.002613868,0.4858004,0.0008450539,0.0021320384,0.001723269,0.0026482793,0.059992835,0.0013837543,0.0010808876,0.0024122666,0.020411635,0.0006803612,0.0005065766,0.039984833,0.059484098,0.0024220299,0.0025250015,0.17778513,0.0033354943,0.00072445703,0.0013069268,0.0011420794,0.001122818,0.0019509924
0.0010716402,0.019167019,0.0013400037,0.0010997953,0.0012203943,0.0009231531,0.00039454893,0.0009954318,0.036947493,0.0012364605,0.1364389,0.0006460639,0.00050465786,0.3806268,0.0004943026,0.0003176552,0.00023651659,0.13613306,0.009701196,0.0011308265,0.0011789032,0.11011365,0.15516469,0.00033824323,0.00061019376,0.0005332278,0.0005242348,0.00091090286
